,mean_salary,count
Pub/Sub,82500.0,6
Gulp.js,82500.0,1
Browser developer tools,82500.0,1
Smart contract development,82500.0,3
Hybrid cloud,82500.0,2
Linear algebra,82500.0,2
Financial Management Skills,82500.0,1
QMetry,82500.0,2
Customer Client Management Skills,82500.0,1
Process Design Skills,82500.0,1
Collibra DQ,82500.0,2
Data Analytical Skills,82500.0,1
BlazorHybrid,82500.0,1
Five9,82500.0,2
Enduser Support,82500.0,1
Data Conversions,82500.0,1
pandas DataFrames,82500.0,1
Pattern recognition,82500.0,2
Clerical / Administrative Skills,82500.0,1
Project Management Skills,82500.0,1
Variance analysis,82500.0,2
PeopleSoft HCM,82465.5,2
Technical Analyst,82451.6,1
Application Systems Analyst,82451.6,1
SMB,82283.33333333333,3
DBMS technology,82200.0,1
Logical models,82200.0,1
Database modeling,82200.0,1
Vendor DBA Certification,82200.0,1
Physical models,82200.0,1
Z/OS,82200.0,1
Gitlab CI,82192.85714285714,7
MultiPoint MOE,82177.07999999999,1
Cisco Route Switch,82177.07999999999,1
Metro Optical Ethernet,82177.07999999999,1
Legal Billing,81990.0,2
IMDS,81942.0,1
Distributed systems,81893.75,4
TestNG,81750.0,4
A/B Testing,81654.16666666667,12
MS Suite,81614.0,1
PMIPBA,81500.0,1
Process Modeling,81400.0,6
Instrumentation,81400.0,2
SFDC,81300.0,2
Scipy,81250.0,4
Prompt engineering,81250.0,4
Looker,81113.0,60
Collaborative coding,81074.5,1
IT infrastructure maintenance,81074.5,1
Go,81006.64728682171,129
Product strategy,81000.0,2
Scheduling,80875.0,2
Data management,80760.21428571429,7
Intrusion detection/prevention systems,80661.66666666667,3
PTC Windchill,80600.0,2
NIST framework,80566.66666666667,3
Microsoft Office 360,80558.93333333333,3
Intrusion Prevention Systems,80500.0,1
DBT,80475.61904761905,21
Software Engineering,80475.12733333334,30
Data Protection,80320.0,5
Qualtrics text analytics programs,80300.0,1
Qualtrics discover,80300.0,1
Discover,80300.0,1
Text analytics programs,80300.0,1
Qualtrics XM platform,80300.0,2
Calix,80292.0,2
SWOT Analysis,80277.33333333333,3
JSX,80250.0,2
Microsoft Certified: Azure Network Engineer Associate,80204.8,1
Dagster,80161.14285714286,7
Mosyle,80150.0,2
JAX,80121.42857142857,7
Diagramming,80034.93333333333,3
CodeDeploy,80000.0,4
Systems Maintenance,80000.0,1
Embedded software,80000.0,1
machine learning,80000.0,2
Firewalling,80000.0,2
SNS/SQS,80000.0,4
Swift,80000.0,23
ProBax Hive,80000.0,1
SpecFlow,80000.0,1
Zeplin,80000.0,2
Client management,80000.0,1
Document generation,80000.0,1
Avast,80000.0,1
MS Defender,80000.0,1
Salesforce Certified Administrator,80000.0,1
Tecan,80000.0,1
Test King,80000.0,1
Western blotting,80000.0,1
Fiber optics,80000.0,2
Junos OS,80000.0,1
Microsoft 365 Office Suite,80000.0,1
TestLink,80000.0,1
Keras/Tensorflow,80000.0,2
SEM Rush,80000.0,1
Veam,80000.0,1
Halcon,80000.0,1
Event management,80000.0,1
computer vision,80000.0,2
Azure Cloud development,80000.0,1
Nonprofit operations,80000.0,1
React/NextJS,80000.0,1
SyncroMSP,80000.0,1
Vision Systems,80000.0,1
* Snowflake,80000.0,2
Video Studio,80000.0,1
CodeBuild,80000.0,4
ICIMS,80000.0,1
Text to Apply,80000.0,1
Exchange Server,80000.0,1
Behaviour Driven Development,80000.0,1
Network operating systems,80000.0,2
CRM software,80000.0,1
Form tools,80000.0,1
Microsoft Windows Desktop,80000.0,1
deep learning,80000.0,2
Luminex,80000.0,1
Business process improvement,79795.0,1
Corporate strategy,79795.0,1
Process analysis,79795.0,1
NAS/SAN,79550.0,1
Windows 2008 2019,79550.0,1
Pulumi,79460.0,5
SwiftUI,79450.0,2
Cyber Threats,79359.5,1
Cybersecurity Management,79359.5,1
Log Management,79340.0,3
SelfSupervised Learning,79250.0,2
Generative Models,79250.0,2
Computational Biology,79250.0,2
Transformers,79222.22222222222,18
Security Edge Technology,79200.0,1
Web Application Firewalls (WAF),79200.0,1
Vulnerability Management Technology,79200.0,1
Cloud Workload Protection (CWP),79200.0,1
Extended Detection and Response (XDR),79200.0,1
Cyber Deception and Active Defense,79200.0,1
Cloud Access Security Broker CASB,79200.0,1
Cyber Terrain Attack Path Mapping,79200.0,1
Identity Detection and Protection,79200.0,1
Email Security and Phishing Simulation,79200.0,1
Cisco Networking,79166.66666666667,3
Netsuite,79125.0,3
pgvector,79025.0,2
Conda,79025.0,2
Database Structures,79004.0,2
Deep learning,78880.92307692308,13
Octopus,78880.9,10
SIX SIGMA,78800.0,1
Rails,78730.0,10
Timelines,78600.0,2
AMI,78600.0,2
Supply chain,78600.0,2
Strategic Analysis,78560.0,1
Predictive analysis,78524.5,2
Prescriptive analysis,78524.5,2
DeFi,78214.28571428571,7
AEM,78095.33333333333,3
Process Documentation,78018.58,5
Fintech,78000.0,4
EPIC,78000.0,2
Implement,78000.0,1
Prototype Software,78000.0,1
MS Outlook,77987.5,8
Windows Server 2016 2019 2022,77750.0,2
ControlM,77578.75,4
Mulesoft,77575.0,4
ANSI BICSI 002,77562.5,1
ITSIMM,77562.5,1
Ciena 5171,77562.5,1
M.S. Office,77562.5,1
ANSI/BICSI N1,77562.5,1
TDMM,77562.5,1
Ciena 5160,77562.5,1
Safenet,77562.5,1
ANSI/BICSI N3,77562.5,1
Ciena 6500,77562.5,1
Deltek Vantagepoint,77500.0,1
NIST Special Publications 800 Series,77500.0,1
SQL Concepts,77500.0,1
Deltek Ajera,77500.0,1
Technical documentation,77500.0,1
CCD,77500.0,1
ICD9/10,77500.0,1
Client support,77500.0,1
Deltek Vision,77500.0,1
Probability Statistics,77500.0,1
Deltek Costpoint,77500.0,1
RMF and POAM,77500.0,1
CPT4,77500.0,1
Healthcare data standards,77500.0,1
Google Slides,77500.0,1
CCR,77500.0,1
SNOMED,77500.0,1
Tenable Security Center,77500.0,1
Agility,77500.0,1
8570/8140 IAT II,77500.0,1
System Architecture,77475.0,4
Cloud Native,77319.9,5
Alcatel Lucent,77300.0,1
MPLS/VPLS,77300.0,2
Spanning Tree Protocols,77300.0,2
Alcatel Lucent Operating Systems,77300.0,1
G.8032,77300.0,2
Cisco DNA,77275.0,2
JunOS,77275.0,2
SparkSQL,77257.33333333333,9
CGI,77250.0,2
Storm,77166.66666666667,3
Door Lock Systems,76960.0,1
Property Management Systems,76960.0,1
Digital Surveillance,76960.0,1
Energy Management Systems,76960.0,1
Guest Room Technologies,76960.0,1
Network Infrastructures,76900.0,1
ServiceNow PPM,76900.0,1
Network Analysis Tools,76900.0,1
Power BI DAX,76900.0,1
ServiceNow SPM,76900.0,1
Meraki Wireless,76900.0,1
ServiceNow ITBM,76900.0,1
Data networks,76850.0,1
OpsGenie,76666.66666666667,3
EVPN,76500.0,2
Generation System Design,76452.5,1
Battery Storage,76452.5,1
Renewable Systems,76452.5,1
Construction Drawing Set,76452.5,1
Log analysis,76375.0,2
Data Cleansing,76344.44444444444,9
Rust,76213.78378378379,74
VXLAN,76160.0,5
Modeling,76088.27272727272,11
Network/System Administration,76000.0,1
DirectX,76000.0,2
Cloud computing technology,75835.0,1
Geospatial data,75835.0,1
Big Data platforms,75835.0,1
Customer Relationship Management,75780.0,2
JAVASCRIPT,75700.0,2
REACT,75700.0,2
Automated Freight Claims Systems,75640.0,2
JES,75472.8,1
VTAM,75472.8,1
CADeliver,75472.8,1
CAView,75472.8,1
Interaction Skills,75450.0,1
System and Software,75450.0,1
Hibernate,75227.75,40
MDC,75101.0,1
HCPC,75101.0,1
Claims data analysis,75101.0,1
Kali Linux,75000.16666666667,3
Microsoft Windows 10 or 11,75000.0,1
Web sockets,75000.0,2
CISCO firewall technologies,75000.0,1
Application deployment (PDQ or Smartdeploy),75000.0,1
Compliance Standards,75000.0,1
Windows Server & Active Directory services,75000.0,1
Remote desktop tools (Splashtop Parsec),75000.0,1
NoSQL DBs,75000.0,2
DFS DHCP DNS,75000.0,1
Slack Enterprise Grid,75000.0,1
Hootsuite,75000.0,1
Angular.JS,75000.0,2
Security basics (NTFS File shares),75000.0,1
Video conferencing (Zoom),75000.0,1
Google Administration,75000.0,1
Atlantis,75000.0,3
Always On,75000.0,3
Data Breaches,75000.0,1
Invicti,75000.0,1
Workflow Builder,75000.0,1
Virtual server environments (VMWare),75000.0,1
Mitigation Strategies,75000.0,1
Slack Canvas,75000.0,1
TCP/IP & network support,75000.0,1
Cloudbased & cloud hybrid technologies (Okta Intune & AWS),75000.0,1
Hapi.js,75000.0,2
Gsuite,75000.0,1
Tekton,74897.0,4
Cloud services,74709.72222222222,9
ArcGIS Desktop,74500.0,2
Estimating,74427.0,1
Webhosted,74427.0,1
Feasibility analysis,74427.0,1
Clientserver,74427.0,1
Processing flows,74427.0,1
Test plan development,74427.0,1
RFP preparation,74427.0,1
New software evaluation,74427.0,1
Systems functions,74427.0,1
Team Leadership,74427.0,1
Budget Management,74360.0,1
Middleware,74342.85714285714,7
CGTP,74333.41500000001,1
MCSER,74333.41500000001,1
Data Backup and Recovery,74333.41500000001,1
AATB,74333.41500000001,1
Database Design and Development,74333.41500000001,1
Web performance optimization,74166.66666666667,3
High availability,74166.66666666667,6
AWS Cognito,74000.0,5
Kubeflow,74000.0,8
MarkLogic,74000.0,2
DFSR,73950.0,1
MCM,73950.0,1
Windows Server 2022,73950.0,1
Server maintenance,73787.25,2
| SQL |,73775.0,2
Git Actions,73750.0,2
AWS GovCloud,73750.0,2
API Integration,73750.0,2
Shell Script,73712.0,2
Project Lifecycle,73692.0,1
Acquia,73692.0,1
Scikit Learn,73610.0,5
Cosmos SDK,73333.33333333333,3
Microsoft Exchange Online,73333.33333333333,3
Polars,73333.33333333333,3
Software Slack,73300.0,1
Software: Google Workspace,73300.0,1
Software: Okta,73300.0,1
Miro,73300.0,3
Cisco Catalyst Switches,73250.0,1
System Implementation,73218.75,4
Blockchain,73132.275,60
Informatics,73000.0,1
GC2,72960.0,2
Data Processing,72957.6,5
Hybrid environments,72800.0,1
Windows 10+,72800.0,1
Cisco devices,72800.0,1
Windows Server 2016+,72800.0,1
SCCM MECM,72800.0,1
WUfB,72800.0,2
JACHO,72800.0,2
Microsoft SaaS products,72800.0,1
Palo Alto Networks Certified Network Security Engineer (PCNSE),72750.0,1
Pan OS,72750.0,1
HSRP/VRRP,72750.0,1
Jupyter,72616.66666666667,9
IBM iSeries,72500.0,2
Juniper Routers,72500.0,2
Jumpcloud,72500.0,1
MS SQL Server Data Tools,72500.0,2
VbScript,72500.0,1
SOC 2 Type 2,72500.0,1
Azure Virtual Desktop,72500.0,2
Onnx,72500.0,2
Juniper Switches,72500.0,2
VBscript,72500.0,2
Hugging Face Transformers,72500.0,2
Large language models,72500.0,2
Prophet,72500.0,2
Naviga,72500.0,1
Data Studio,72500.0,1
Angular2+,72500.0,1
Oracle Server,72475.0,2
JMX,72475.0,2
VR systems,72400.0,1
optical systems,72400.0,1
lighting systems,72400.0,1
audio systems,72400.0,1
Apple (MAC),72384.0,1
MS Windows 10,72384.0,1
Security best practices,72199.4225,4
Data/information security,72160.22499999999,1
Microsoft SQL Server 2016 or higher,72160.22499999999,1
SQL/PLSQL,72160.22499999999,1
Business process workflow,72160.22499999999,1
Data modeling tools,72160.22499999999,1
Protection initiatives,72160.22499999999,1
Data encryption techniques,72160.22499999999,1
Data conversion,72160.22499999999,1
Oracle 12c or higher,72160.22499999999,1
Schema creation,72160.22499999999,1
Schema migration,72160.22499999999,1
OpenTelemetry,72012.0,2
IT Support Ticketing,72000.0,1
AOIP,72000.0,1
Google Workspace solutions,72000.0,1
Audio codec format converters,72000.0,1
Audacity,72000.0,1
Networking knowledge,72000.0,1
Zoom VoIP Support Solutions,72000.0,1
Adobe Audition,72000.0,1
Natural Language Processing,71948.8054054054,37
Integration,71943.25,10
Prometheus,71843.0,77
Agile/Scrum,71841.64285714286,7
Data querying,71773.33333333333,3
IT Solutions,71750.0,2
Webmethods,71646.5,2
Oracle Weblogic,71646.5,2
MQTT,71646.5,2
Test,71632.0,2
Technical Solution Design,71632.0,2
Tickets,71500.0,1
Level 1 Support,71500.0,1
Networking concepts,71450.0,6
Redshift,71429.74107142857,56
SaaS Applications,71333.33333333333,3
Network Services,71302.4,2
SQL AG,71250.0,2
XCTest,71250.0,2
Security vulnerabilities,71250.0,2
Apache Cassandra,71237.5,4
WMI,71200.0,9
Recovery Procedures,71000.0,1
ALB,71000.0,5
Hardware Management,71000.0,1
TestRail,71000.0,2
Solution Design,70916.0,4
Next,70833.33333333333,3
ITAR,70833.33333333333,3
containers,70750.0,2
ABAC,70750.0,2
A&A,70750.0,2
HashiCorp Vault,70570.0625,8
A/B testing,70503.84615384616,13
ZTNA,70500.0,5
SQLAlchemy,70500.0,8
Vendor Developed Applications,70440.0,1
JSP,70418.18181818182,11
Model Deployment,70400.0,5
Communication Towers,70320.0,1
Optical Transport,70320.0,1
Construction,70320.0,1
Cisco NXOS,70280.0,4
Event Bridge,70250.0,2
Qlik Replicate,70250.0,2
Cloud formation,70220.0,2
Alcatel/Lucent,70200.0,2
LINUX,70200.0,4
Netflow,70200.0,2
L2TPv3,70200.0,2
Supabase,70000.0,4
Storage environments,70000.0,2
Ethernet Standards,70000.0,1
System One,70000.0,1
Digital Streaming,70000.0,1
Troubleshooting techniques,70000.0,1
Organizational Advancement,70000.0,1
M2System One,70000.0,1
Administrative Outreach,70000.0,1
Local disk,70000.0,1
Microsoft SCCM,70000.0,1
Disk Imaging/System Building,70000.0,1
Business Financials,70000.0,1
Broadcast Technologies,70000.0,1
Analysis Services,70000.0,3
Management Consulting,70000.0,1
Laptop hardware,70000.0,1
Framer,70000.0,2
Desktop hardware,70000.0,1
Software Delivery,70000.0,1
Cloud Hosting,70000.0,1
GitLabCI,70000.0,1
Microsoft Windows OS,70000.0,1
Oracle Database 19c,70000.0,2
Atlassian suite,70000.0,1
AWS Cloud Platform,70000.0,2
CIS Critical Security Controls,70000.0,2
Support tools,70000.0,1
Database Services,70000.0,3
Remote desktop software,70000.0,1
SQL Replication,70000.0,4
Business Process Tools,70000.0,1
Data architecture,70000.0,2
Redundant disks,70000.0,1
Kubernetes (AKS),70000.0,2
IT Architecture,70000.0,2
Video Formats,70000.0,1
Collaboration tools,70000.0,1
RedShift,69974.66666666667,6
LMS,69900.0,2
Source control,69893.33333333333,3
Mathematics,69853.0875,10
Storybook,69687.5,8
Best Practices,69680.0,2
Spring JDBC,69680.0,2
Oracle Business Intelligence OBIEE,69576.0,2
Oracle Business Intelligence Applications (OBIA),69576.0,2
Oracle Identity & Access Management,69576.0,2
Windows Installer,69572.0,2
Microsoft Windows Server Systems,69500.0,2
Solidity,69493.42105263157,38
End User Support,69433.33333333333,3
Business Strategy,69333.33333333333,3
Lucid,69266.66666666667,3
GQL,69248.0,2
Object/Relational Mapping,69248.0,2
SysAdmin,69248.0,2
Bigquery,69166.66666666667,3
Scikitlearn,69149.29069767441,43
DeployR,69000.0,1
Cloud Management,69000.0,5
Microsoft Office 365 & Azure Cloud,69000.0,1
Programming languages,68909.8,5
Software Development Life Cycle (SDLC),68900.0,5
Networking Protocols,68750.0,2
DoD 8570 IAT II,68750.0,2
Android Studio,68750.0,2
ML Infrastructure,68750.0,2
API Security,68750.0,2
Hexnode,68750.0,2
Container Security,68750.0,2
Webflow,68750.0,4
PPC,68500.0,1
CPC,68500.0,1
CTR,68500.0,1
MS Windows Server,68500.0,1
Azure Monitor Agent,68412.0,1
Canvas LMS,68412.0,1
Know Your Customer,68300.0,1
TPRM compliance,68300.0,1
AntiBribery & Corruption,68300.0,1
C C,68267.53823529411,34
Cloud Technology,68250.0,2
Diplomatist,68250.0,2
Typescript,68222.54062500001,96
Dynamo,68166.66666666667,3
Microsoft 365 Certified: Modern Desktop Administrator Associate,68081.95999999999,2
NERC CIP,68000.0,2
Data Quality Assessment,68000.0,2
Azure services,68000.0,2
Planogram,67900.0,1
Nielsen,67900.0,2
DTC,67900.0,1
PyTorch,67883.95854922279,193
Mongo,67625.0,4
Toad,67600.0,2
SAP S4HANA,67600.0,2
nginx,67600.0,2
DNS Authentication,67600.0,1
Dynamic HTML,67600.0,2
Insurance risk analysis,67500.0,2
Vulnerability Assessments,67500.0,2
Computational finance,67500.0,2
IT control environment,67500.0,1
Privileged Access Reviews (PARs),67500.0,1
Business Requirements Document BRD,67500.0,2
Lean startup methodologies,67500.0,1
Viewpoint Vista,67500.0,1
Odoo,67500.0,1
SED,67500.0,2
VM,67500.0,2
Business Access Reviews (BARs),67500.0,1
AWK,67500.0,2
Veeam Backup,67500.0,3
Blackbaud CRM,67500.0,2
Operational Efficiency,67500.0,1
Risk assessment methodology,67500.0,1
Data augmentation,67500.0,2
GPT,67500.0,2
Office Scripts,67500.0,1
SaaS implementations,67500.0,1
Zustand,67500.0,3
VueJS,67443.75,4
Hospitality,67263.2,1
Cloud Security Posture Management (CSPM),67233.33333333333,3
GRPC,67118.18181818182,11
ProSAM,67010.045,1
Security Architecture Modeling,67000.0,1
Caravel,67000.0,3
MACDs,67000.0,1
Vuejs,67000.0,1
Web Apps Development,67000.0,1
Security Software as a Service,67000.0,1
Storage Gateway,67000.0,1
Python FastAPI Django,67000.0,1
Hunt group,67000.0,1
Server 2012,67000.0,1
Tollfree,67000.0,1
Herschel,67000.0,1
Sureness,67000.0,1
Logging and Monitoring,67000.0,1
Wire shark,67000.0,1
Symphony,67000.0,2
Risk Methodology,67000.0,1
Dash,66925.0,6
Macintosh,66912.1,2
Scala,66895.27890625,64
Tree of Thought,66833.33333333333,3
Marketing Analytics,66820.0,3
Web Analytics,66750.0,2
Writing,66750.0,2
Rancher,66683.33333333333,12
RPC,66666.66666666667,3
Azure DevOps Pipelines,66666.66666666667,3
Database Technologies,66666.66666666667,3
vCenter,66666.66666666667,3
Haskell,66666.66666666667,3
Feature Engineering,66600.0,15
AV Hardware,66500.0,1
XSpider,66500.0,2
AFL,66500.0,2
OWASP Testing Guide,66500.0,2
Sound software and hardware,66500.0,1
Ciscomanaged switch programming,66500.0,1
OWASP Code Review Guide,66500.0,2
AV Software,66500.0,1
Blueprints,66500.0,1
MaxPatrol,66500.0,2
Burp,66500.0,2
Microsoft Windows Environments,66500.0,1
Intune Mobile Device Management,66400.0,1
Redgate,66395.0,2
BASH,66384.25,16
CPP,66350.0,1
FPC,66350.0,1
AZ900,66333.33333333333,3
CodeIgniter,66333.33333333333,6
CSA CCSK,66333.33333333333,3
NetSuite,66327.07692307692,13
OpenCV,66318.18181818182,11
FINRA Series 65,66300.0,1
VB6,66250.0,2
Derivatives,66250.0,2
QRadar,66250.0,2
Business,66062.33333333333,3
SOAR,66046.0,25
Citrix and Cisco VPN,66000.0,1
Microsoft Office 2010 products,66000.0,1
Actuarial concepts,66000.0,1
Adobe Professional,66000.0,1
Windows XP Windows 7 Windows Mobile 6.0  6.5 and Windows 8.1,66000.0,1
Microsoft DeployR,66000.0,1
mobile devices (Blackberry iPhones and tablets),66000.0,1
Dell computers and laptops,66000.0,1
CISMP,66000.0,2
OWASP Secure Coding Practices,66000.0,1
MCPs in current Microsoft workstation server and applications,66000.0,1
printers,66000.0,1
PowerFAIDS,66000.0,2
WSDL,65986.5,4
Coordination,65946.4,2
terraform,65825.0,2
RHEL 8/9,65825.0,2
Cisco Meraki,65687.5,12
Data Backup/Recovery,65666.66666666667,3
Ray,65550.0,6
SQL DBA,65540.0,2
Query Tuning,65540.0,2
Backend development,65520.833333333336,3
Web,65520.833333333336,3
Backend,65520.833333333336,3
AWS SDKs,65500.0,2
InfoMaker,65500.0,5
VSAT,65500.0,2
Testing Frameworks,65437.5,3
Project Management Tools,65383.333333333336,6
Threat hunting,65300.0,2
Packet analysis,65300.0,2
Search Engine Optimization,65250.0,4
Network Analytics Tools,65250.0,4
Jenzabar,65250.0,4
Reimaging,65240.0,1
Software Deployment,65240.0,1
spaCy,65229.166666666664,12
Web Application Development,65166.666666666664,6
Relational Database Systems,65166.666666666664,6
Struts,65163.333333333336,6
Data lake,65017.0,2
Camunda,65012.5,4
Backup/restore,65000.0,2
Web Proxies,65000.0,1
Scripting (Python Perl),65000.0,1
Browser Technologies,65000.0,1
Voice Mail,65000.0,1
Training Development,65000.0,1
Aruba Clearpass,65000.0,2
Ceridian Dayforce,65000.0,1
Asynchronous Programming,65000.0,1
LAG,65000.0,1
Resourcefulness,65000.0,1
Cherwell,65000.0,1
Network Analytics,65000.0,2
Reinforcement learning,65000.0,3
ServiceLevel Objectives (SLOs),65000.0,1
Data Loss Prevention Systems,65000.0,1
Dask,65000.0,5
Cloud networks,65000.0,2
TollFree,65000.0,1
ServiceLevel Indicators (SLIs),65000.0,1
Amazon AWS,65000.0,1
Adobe Illustrator,64939.2,2
Axios,64939.2,2
OpenAI API,64895.75,2
JMS,64883.75,8
UX design,64812.5,5
Security Best Practices,64750.0,4
Cloud Endure,64750.0,2
Google Docs,64750.0,4
HTTP,64722.81428571429,35
IP networking,64712.0,5
Relational database modeling,64661.5,1
Agile Methods,64661.5,1
Data Mart design,64661.5,1
Semantic Model Definition,64661.5,1
Cloud Integration,64661.5,1
CCNA/CCNP,64641.666666666664,3
DSL,64600.0,4
JNCP,64514.5,1
CWDM,64514.5,1
JNCA,64514.5,1
MACD,64500.0,2
Command Line,64493.333333333336,3
Project Scoping,64480.0,2
Power Point,64416.666666666664,6
SQL Server Reporting Services,64375.0,8
Cloud Infrastructure,64263.63636363636,22
Ruby,64253.153465346535,101
Graylog,64250.0,2
Distributed Systems,64055.882352941175,17
Elastic Beanstalk,64000.0,1
Unified Communications (UC),64000.0,1
Cherwell ticketing system,64000.0,1
Microsoft Office Suite (Word Projects Explorer),63804.0,1
Lucernex,63804.0,1
Construction Documents,63804.0,1
Construction Terminology,63804.0,1
Ember,63780.0,5
SWG,63750.0,2
Document DB,63750.0,2
UI Development,63750.0,2
Seaborn,63750.0,6
Product design,63750.0,2
OCI,63619.0,10
Serverless computing,63570.5,2
Augmented Reality,63500.0,2
Software Maintenance,63500.0,2
PLCs,63466.666666666664,3
Algorithms,63434.28,30
Asset management,63360.0,1
R53,63333.333333333336,3
Cloud Engineer,63333.333333333336,3
Solutions Architecture,63333.333333333336,3
OAuth,63293.82352941176,17
ReactJs,63250.0,2
Helm Charts,63083.333333333336,6
Production Control,63072.0,1
Security operations/engineering,63072.0,1
Debit,63072.0,1
Problem/troubleshooting,63072.0,1
Data pipelines,63068.333333333336,15
Forecasting,63041.607142857145,14
ThreeTier Architectures,63008.0,1
MobX,63000.0,5
Functional Specifications,62958.0,4
iOS Troubleshooting,62920.92,1
Android Troubleshooting,62920.92,1
Data science,62918.09090909091,22
SCADA,62856.5625,8
infrastructure,62833.333333333336,3
docker,62833.333333333336,3
Loadbalancing,62725.0,2
Snowflake,62572.103305785124,121
Encryption protocols,62500.0,1
Intrusion detection systems (IDS),62500.0,1
Siem,62500.0,1
Salesforce APEX,62500.0,2
Business acumen,62500.0,3
Spreadsheets (Excel or Google Sheets),62500.0,1
InfrastructureasCode,62500.0,3
Server hardware troubleshooting,62500.0,1
RAG Pipelines,62500.0,2
Infrastructure as a Service,62500.0,1
Symantec,62500.0,1
CCNE,62500.0,2
Server software troubleshooting,62500.0,1
Wide Area Network (WAN),62400.0,1
Phones,62400.0,1
EVDO,62400.0,1
CCCX,62400.0,1
UCCX,62400.0,1
Network diagnostics,62400.0,2
Identity Access Management IAM,62400.0,1
Inventory Systems,62400.0,1
Step functions,62400.0,2
UCCX (Call Center),62400.0,1
Unified Communications,62400.0,1
Automated testing,62400.0,2
UCCS,62400.0,1
UNIX/LINUX,62400.0,2
IAM Compliance,62400.0,1
Voice over IP (VoIP),62400.0,1
UCCM,62400.0,1
USaaS,62400.0,1
IAM Onboarding,62400.0,1
IAM Operations,62400.0,1
Economics,62333.333333333336,3
ECR,62274.28571428572,7
SMTP,62266.666666666664,12
Trello,62200.0,4
Bitcoin,62100.0,9
Git/Github,62060.0,2
Workato,62060.0,5
Azure Cloud,62047.32142857143,28
Apple OS,62003.2,2
File processing,62000.0,1
Stakeholder relationship,62000.0,1
Automotive lending,62000.0,1
Business Development,61966.666666666664,3
Commvault,61666.666666666664,3
Bazel,61600.0,5
Jamf,61490.38461538462,13
OAuth 2 0,61478.583333333336,6
Generative AI,61354.166666666664,24
Linux operating systems,61250.0,2
AWS Ecosystem,61250.0,2
Pivotal Cloud Foundry,61250.0,4
Version control systems,61166.666666666664,3
TypeScript,61092.68363636364,220
SSH,61079.52,10
RIP,61075.0,8
XHTML,61040.0,5
MS Windows (10),61000.0,1
Microsoft 365 Platform,61000.0,1
MDM Platform,61000.0,1
Azure Platform,61000.0,1
IT Technician,61000.0,1
Cloud Formation,60908.916666666664,12
Detail Orientation,60850.28,1
RMA,60850.28,1
Written and Oral Communication,60850.28,1
Time and Budget Management,60850.28,1
Log Me In Rescue,60850.0,1
Orchestration,60826.666666666664,12
Heroku,60804.8,5
AWS Security,60687.5,4
Ruby on Rails,60647.07692307692,26
Power Pivot,60493.333333333336,3
Redis,60490.229464285716,56
SAML,60478.333333333336,21
ForgeOS,60457.56,1
Verizon Wireless,60457.56,1
Firewall configuration,60450.0,2
Agile methodologies,60421.11111111111,9
ElasticSearch,60388.88888888889,18
Logistic Regression,60325.0,2
IAM compliance,60320.0,1
R programming language,60320.0,1
IAM Onboardings,60320.0,1
Matlab,60283.333333333336,3
Google Sheets,60054.166666666664,6
Business development practices,60000.0,1
Remix,60000.0,2
Transportation Experience,60000.0,1
Restful APIs,60000.0,2
Structured Data,60000.0,1
P&L,60000.0,1
JE,60000.0,1
Customer Relationship Management (CRM) Software,60000.0,1
Hardware Software Installation,60000.0,1
Windows Environments,60000.0,1
Business development strategies,60000.0,1
ups,60000.0,1
Microsoft Domain Environment (Entra ID),60000.0,1
Freight management,60000.0,1
Graph,60000.0,2
BS,60000.0,1
Bash Scripting,60000.0,2
Fundraising applications,60000.0,1
Routing protocols,60000.0,3
TRANSPORTAION CLAIMS,60000.0,1
QuickSite,60000.0,1
Ant Design,60000.0,4
fedex,60000.0,1
Freight Claims,60000.0,1
ITSM Ticketing Systems (Freshservice),60000.0,1
Oracle RDBMS,60000.0,2
Chartio,60000.0,2
Jotai,60000.0,2
Parcel management,60000.0,1
Uber Freight,60000.0,1
ERP oracle,60000.0,1
ES6/ES7,60000.0,1
Big Query,59845.833333333336,6
AI,59840.35820895522,67
Backend Development,59816.75,6
Open Source Projects,59800.0,2
IoT,59753.8125,8
Spark,59696.18825396825,126
Load balancing,59642.857142857145,7
Neural Networks,59605.882352941175,17
Object Oriented Programming,59550.0,9
Model N,59448.0,1
iBuy,59448.0,1
WebBased Enterprise Customer Center,59448.0,1
iHold,59448.0,1
Firmware,59350.0,2
Software Validation,59350.0,2
NTP,59324.28571428572,7
Coaching,59291.666666666664,3
Pandas,59273.55,90
Machine Learning,59268.99815864023,353
Data Loss Prevention,59050.0,10
UI UX,58850.0,20
Boosting,58750.0,2
Security Risk Assessment,58750.0,2
Database optimization,58750.0,2
DataStage,58750.0,2
Random Forests,58750.0,2
CSF,58750.0,2
NetBrain,58750.0,2
Support Vector Machines,58750.0,2
NLTK,58714.28571428572,14
LLMs,58621.42857142857,42
ORM,58593.75,4
Security Incident,58500.0,1
Microsoft Office (Excel Word PowerPoint Outlook SharePoint),58500.0,1
Salesforce NonProfit Success Pack,58500.0,1
Cloud networking,58483.333333333336,6
Security testing,58447.038,5
GitLab CI/CD,58418.57142857143,14
Bash Shell,58375.0,2
Synk,58375.0,2
Developer Relations,58333.333333333336,3
PIM,58333.333333333336,3
Electrical Engineering,58325.416666666664,6
Spatial Analysis,58320.0,1
Electrical Utility Systems,58320.0,1
Cartographic Design,58320.0,1
Dataiku,58267.8,5
